id,X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Pastry,Z_Scratch,K_Scatch,Stains,Dirtiness,Bumps,Other_Faults,kfold,X_Range,Y_Range,Luminosity_Range,Area_Perimeter_Ratio
9659,305,319,1084661,1084680,61,16,15,6702,117,126,1360,0,1,40,0.4498,0.5257,0.28,0.0103,0.875,0.65,0.0,1.7853,1.1461,0.8451,-0.72,-0.0148,0.2998,0,0,0,0,0,0,1,0,14,19,9,1.967741935483871
11781,39,195,334925,334972,11411,801,433,1303229,40,141,1402,0,1,40,0.0556,0.562,0.9398,0.1113,0.1948,0.3739,1.0,4.0573,2.1931,2.2201,0.0602,-0.1077,1.0,0,0,1,0,0,0,0,2,156,47,101,9.247163695299838
6855,39,210,1338367,1338453,5702,226,124,591835,47,127,1358,0,1,40,0.0546,0.3431,0.3841,0.1259,0.7202,0.5,0.0,3.756,2.233,1.7708,-0.6159,-0.1757,1.0,0,0,1,0,0,0,0,3,171,86,80,16.291428571428572
18155,14,32,4860205,4860238,304,44,22,30269,82,124,1687,1,0,80,0.2024,0.5551,0.5882,0.0137,0.6136,0.9273,0.0,2.4885,1.3424,1.2787,-0.4118,-0.2476,0.8299,0,0,0,0,0,0,1,2,18,33,42,4.606060606060606
15830,39,169,420136,420189,9576,611,384,1098162,39,140,1358,0,1,40,0.0557,0.4327,0.9538,0.1043,0.2438,0.5738,1.0,3.9812,2.1644,2.179,0.0461,-0.1077,1.0,0,0,1,0,0,0,0,0,130,53,101,9.624120603015076
11587,1650,1661,2673221,2673281,139,20,15,12424,77,111,1362,1,0,70,0.0302,0.2663,0.6111,0.0081,0.55,1.0,1.0,2.143,1.0414,1.2553,0.3889,-0.2611,0.3329,0,0,0,0,0,0,1,0,11,60,34,3.9714285714285715
12185,39,71,1198171,1198188,415,51,30,53525,96,124,1360,0,1,40,0.0573,0.5318,0.4,0.0221,0.7273,0.9667,0.0,2.6181,1.4771,1.1461,-0.6,-0.1709,0.9685,0,1,0,0,0,0,0,3,32,17,28,5.1234567901234565
10006,1591,1610,909876,909492,935,68,98,77966,70,108,1356,1,0,70,0.0746,0.4386,0.0533,0.0053,0.2409,0.9559,1.0,2.9863,0.9542,1.9243,0.9467,-0.2978,0.9998,0,1,0,0,0,0,0,3,19,-384,38,5.632530120481928
4304,41,212,4197607,4215748,6472,275,138,649137,41,126,1358,0,1,40,0.0605,0.4604,0.3988,0.1291,0.6757,0.4962,0.0,3.7911,2.243,1.8261,-0.6012,-0.1809,1.0,0,0,1,0,0,0,0,3,171,18141,85,15.670702179176756
6913,41,211,2473221,2477319,13185,576,348,1567858,26,141,1402,0,1,40,0.0585,0.5876,0.9565,0.1298,0.2641,0.4135,1.0,4.2197,2.2577,2.2175,0.0435,-0.0899,1.0,0,0,1,0,0,0,0,4,170,4098,115,14.269480519480519
9464,914,936,2350536,2350467,124,28,16,13173,96,127,1356,0,1,40,0.6289,0.6042,0.7857,0.0155,0.9546,0.5625,0.0,2.0969,1.3222,1.0414,-0.2143,-0.1742,0.3509,0,0,0,0,0,1,0,3,22,-69,31,2.8181818181818183
18127,856,867,877413,877428,42,10,3,5695,122,141,1360,0,1,50,0.7515,0.4,0.8,0.0074,1.0,1.0,0.0,1.6233,1.0,0.4771,-0.2,0.0038,0.1322,0,0,0,0,0,0,1,1,11,15,19,3.230769230769231
17371,1325,1332,928256,928264,45,9,4,6167,167,182,1358,0,1,200,0.0414,0.2571,0.5714,0.0052,0.7778,1.0,0.0,1.6532,0.8451,0.6021,-0.4286,0.3283,0.1384,0,0,0,0,0,0,1,1,7,8,15,3.4615384615384617
5237,1427,1455,5996730,5996739,85,24,11,8685,87,111,1690,1,0,70,0.2736,0.3333,0.5294,0.0103,0.7083,0.4545,0.0,1.9294,1.2305,0.9542,-0.4706,-0.2279,0.2699,0,0,0,0,0,0,1,1,28,9,24,2.4285714285714284
14030,754,770,2463108,2463122,54,10,14,6859,91,124,1687,1,0,100,0.9669,0.2899,0.8571,0.0047,0.9,1.0,1.0,1.7324,0.9031,1.1461,0.1429,-0.1339,0.2901,0,0,0,0,0,1,0,0,16,14,33,2.25
650,263,297,835980,835993,19,4,4,2683,114,140,1360,0,1,50,0.4397,0.2,0.8,0.0037,1.0,1.0,0.0,1.2787,0.699,0.6021,-0.2,-0.0052,0.1353,0,0,0,0,0,1,0,2,34,13,26,2.375
5665,1325,1334,939291,939346,279,43,45,30269,79,126,1364,1,0,70,0.0325,0.3025,0.1818,0.0073,0.2093,1.0,1.0,2.4456,1.0,1.6233,0.8182,-0.1538,0.8391,0,0,0,0,0,1,0,4,9,55,47,3.1704545454545454
4480,1578,1590,769086,769100,227,36,29,20121,71,110,1696,1,0,60,0.1183,0.4133,0.5385,0.0083,0.3889,1.0,1.0,2.356,1.1461,1.415,0.4615,-0.2651,0.6015,0,0,0,0,0,0,1,4,12,14,39,3.4923076923076923
1858,1641,1668,95111,95180,515,55,56,41622,53,94,1692,1,0,80,0.0206,0.4177,0.6471,0.0162,0.3273,0.9821,1.0,2.7168,1.3424,1.7404,0.3529,-0.4053,0.9997,0,0,1,0,0,0,0,1,27,69,41,4.63963963963964
18325,1211,1223,751059,751132,366,26,48,37703,86,126,1687,0,1,200,0.2662,0.2663,0.0821,0.0066,0.3636,1.0,1.0,2.5611,0.9542,1.6812,0.9179,-0.2021,0.7955,0,0,0,0,0,0,1,0,12,73,40,4.945945945945946
5518,144,162,220121,220146,384,37,53,48231,107,127,1362,0,1,40,0.2121,0.3036,0.3421,0.0081,0.3846,1.0,1.0,2.5821,1.0414,1.7243,0.6579,-0.1044,0.7955,0,0,1,0,0,0,0,1,18,25,20,4.266666666666667
2357,971,980,813452,813500,806,75,112,87496,91,141,1364,0,1,100,0.62,0.4988,0.1058,0.0081,0.1467,1.0,1.0,2.9063,1.0414,2.0492,0.8942,-0.1515,0.9996,1,0,0,0,0,0,0,2,9,48,50,4.310160427807487
5860,924,936,1519629,1519634,104,20,26,9791,104,132,1354,1,0,70,0.6451,0.3162,0.2778,0.0071,0.5,0.8182,1.0,2.017,1.0792,1.415,0.7222,-0.0971,0.3097,0,1,0,0,0,0,0,3,12,5,28,2.260869565217391
1673,41,212,2708878,2708939,7003,228,151,722716,43,124,1358,0,1,40,0.0604,0.4566,0.3815,0.1274,0.7489,0.528,0.0,3.8125,2.238,1.8195,-0.6185,-0.1895,1.0,0,0,1,0,0,0,0,4,171,61,81,18.477572559366756
15426,1166,1185,1399301,1399304,339,33,35,326345,61,124,1353,1,0,70,0.2448,0.4211,0.7391,0.0133,0.7407,0.7714,1.0,2.5302,1.2553,1.4624,0.2609,-0.2663,0.9491,0,0,0,0,0,1,0,4,19,3,63,4.985294117647059
18901,981,992,1733458,1733471,54,9,12,7768,123,140,1690,1,0,70,0.4182,0.3636,0.6667,0.0059,0.8889,1.0,1.0,1.7324,0.9031,1.0792,0.3333,0.0347,0.1622,0,0,0,0,1,0,0,1,11,13,17,2.5714285714285716
17692,1688,1694,2312033,2312039,184,10,18,22158,67,94,1690,1,0,70,0.0071,0.3611,0.8889,0.0053,0.9,1.0,1.0,2.2648,0.9542,1.2553,0.1111,-0.3611,0.4763,0,0,0,0,0,0,1,0,6,6,27,6.571428571428571
13880,1031,1045,547500,547511,101,15,12,10152,86,118,1648,1,0,80,0.7345,0.3231,1.0,0.0079,0.8667,1.0,0.5,2.0043,1.1139,1.0792,0.0,-0.2236,0.2914,0,0,0,0,0,0,1,1,14,11,32,3.740740740740741
6622,1307,1332,1285016,1285196,212,71,33,23671,93,127,1362,0,1,40,0.0369,0.3905,0.3512,0.0266,0.4211,0.8438,0.0,2.3263,1.6532,1.6233,-0.6489,-0.1436,0.7037,0,0,0,0,0,1,0,4,25,180,34,2.0384615384615383
7333,496,527,2839568,2839625,243,36,32,29699,102,141,1360,1,0,100,0.5678,0.4875,0.4118,0.0184,0.6944,0.5625,0.0,2.3856,1.3979,1.3222,-0.5882,-0.0508,0.7598,0,0,0,0,0,1,0,3,31,57,39,3.573529411764706
13914,147,172,2265683,2265692,220,23,27,21603,71,111,1354,1,0,70,0.2188,0.2955,0.4286,0.0096,0.3823,1.0,1.0,2.3463,1.1139,1.4472,0.5714,-0.2762,0.5378,0,1,0,0,0,0,0,3,25,9,40,4.4
8176,39,196,40322,40447,5702,188,359,598976,35,127,1360,0,1,40,0.0574,0.3995,0.9503,0.1154,0.9302,0.3375,1.0,3.7476,2.1931,2.5752,0.0497,-0.1925,1.0,0,0,1,0,0,0,0,2,157,125,92,10.424131627056672
18789,1069,1098,1399301,1399304,549,37,59,68416,77,134,1624,1,0,80,0.4126,0.4322,0.6207,0.0083,0.5946,0.5143,0.0,2.749,1.1461,1.4472,-0.3793,-0.1694,0.9381,0,0,0,0,0,1,0,3,29,3,57,5.71875
2598,1613,1622,1622697,1622718,123,17,13,11430,68,134,1688,1,0,70,0.0586,0.3155,0.8235,0.0083,0.8235,0.9231,0.0,2.0899,1.1461,1.0792,-0.1765,-0.2279,0.3945,0,0,0,0,0,1,0,0,9,21,66,4.1
18234,719,927,4615178,4615208,8709,578,322,971036,78,141,1358,0,1,100,0.6401,0.8473,0.2062,0.3878,0.9343,0.5341,0.0,3.94,2.6721,2.143,-0.7938,-0.1511,1.0,0,0,0,0,0,1,0,2,208,30,63,9.676666666666666
11021,39,216,4348250,4348321,6472,257,123,685894,39,126,1358,0,1,40,0.0575,0.4501,0.3771,0.1303,0.7166,0.4044,0.0,3.7977,2.248,1.7708,-0.6229,-0.1958,1.0,0,0,1,0,0,0,0,0,177,71,87,17.03157894736842
14176,1191,1207,210936,210956,140,11,21,15672,77,126,1373,0,1,40,0.2047,0.2619,0.7143,0.0081,1.0,1.0,1.0,2.1461,1.0414,1.3222,0.2857,-0.2673,0.2901,0,0,0,0,0,0,1,3,16,20,49,4.375
14616,973,986,257756,257770,61,14,7,5714,77,118,1694,1,0,70,0.8357,0.2727,0.7857,0.0094,1.0,1.0,0.0,1.7853,1.1139,0.8451,-0.2143,-0.1903,0.2445,0,0,0,0,0,1,0,1,13,14,41,2.9047619047619047
10932,270,284,2811847,2811861,223,24,25,24156,106,133,1358,0,1,40,0.3945,0.3333,0.56,0.0084,0.5833,1.0,1.0,2.3483,1.1461,1.3979,0.44,-0.0604,0.6574,0,0,0,0,0,0,0,1,14,14,27,4.551020408163265
12323,1379,1396,618457,618502,183,38,22,22532,104,119,1387,0,1,40,0.3613,0.3636,0.9546,0.0154,0.5278,0.8889,0.0,2.2624,1.3222,1.3222,-0.0454,-0.1215,0.7436,0,0,0,0,0,0,0,4,17,45,15,3.05
7873,1395,1409,1215744,1215749,63,12,11,8140,111,141,1353,1,0,70,0.1542,0.4871,0.4375,0.0125,0.9167,0.4545,0.0,1.7993,1.2305,0.699,-0.5625,-0.0481,0.3068,0,0,0,0,0,0,1,4,14,5,30,2.739130434782609
963,853,863,96606,96620,79,25,19,8140,77,133,1374,0,1,40,0.7331,0.3333,0.4737,0.0066,0.4545,1.0,1.0,1.8921,0.9542,1.2787,0.5263,-0.1794,0.2359,0,0,0,0,0,0,1,3,10,14,56,1.7954545454545454
14770,1167,1192,5877663,5877670,135,30,24,15643,107,127,1346,0,1,40,0.2289,0.483,0.85,0.0103,0.5,0.8333,1.0,2.1303,1.2305,1.301,0.15,-0.1014,0.3945,0,0,0,0,0,1,0,4,25,7,20,2.5
9721,1164,1185,1954598,1954686,833,116,52,71130,77,108,1360,0,1,40,0.2661,0.5861,0.6304,0.0228,0.5484,0.9615,1.0,2.9207,1.4914,1.7924,0.3696,-0.2654,0.9994,0,0,0,0,0,0,1,1,21,88,31,4.958333333333333
7157,519,559,24288,24288,227,31,13,27453,100,132,1356,1,0,100,0.2982,0.6181,0.4286,0.0176,0.7368,0.6154,0.0,2.356,1.3802,0.7782,-0.5714,-0.1144,0.5626,0,0,0,0,0,1,0,4,40,0,32,5.159090909090909
3484,1285,1293,2688956,2688969,131,17,15,16987,67,125,1358,0,1,40,0.3928,0.256,0.8571,0.0103,0.8235,0.8,0.0,2.1173,1.1461,1.0792,-0.1429,-0.2323,0.2901,0,0,0,0,0,0,1,4,8,13,58,4.09375
7476,12,24,2315086,2315172,204,36,26,20262,85,124,1356,1,0,70,0.0118,0.4697,0.64,0.0118,0.4444,0.8696,1.0,2.3096,1.2041,1.3979,0.36,-0.219,0.6574,0,1,0,0,0,0,0,1,12,86,39,3.2903225806451615
2545,867,878,35152,35164,55,10,9,11132,158,181,1387,0,1,40,0.6619,0.1852,1.0,0.0066,0.9,1.0,0.5,1.7404,0.9542,0.9542,0.0,0.3498,0.1862,0,0,1,0,0,0,0,4,11,12,23,2.8947368421052633
1104,39,190,1558240,1558279,5544,240,133,552220,49,127,1358,0,1,40,0.0574,0.398,0.358,0.1035,0.7467,0.4872,0.0,3.7463,2.1761,1.7559,-0.6421,-0.1582,1.0,0,0,0,0,0,0,0,3,151,39,78,14.863270777479892
6427,41,211,2957266,2957336,5619,276,138,567465,41,124,1356,0,1,40,0.0605,0.4647,0.3886,0.1261,0.6305,0.4552,0.0,3.756,2.233,1.8129,-0.6114,-0.1903,1.0,0,0,0,0,0,0,1,4,170,70,83,13.572463768115941
13474,1253,1261,2887095,2887114,74,18,15,8235,110,140,1692,1,0,100,0.0651,0.3667,0.5833,0.0059,0.6667,0.8667,1.0,1.8692,1.0,1.0792,0.4167,-0.0366,0.1892,0,0,0,0,0,1,0,3,8,19,30,2.242424242424242
6159,1068,1084,657468,657502,339,42,33,39229,116,132,1364,0,1,40,0.5162,0.4199,0.2791,0.0088,0.2877,1.0,1.0,2.5302,1.0792,1.5185,0.7209,-0.0588,0.8061,0,0,0,0,0,0,1,3,16,34,16,4.52
13516,1281,1289,1689271,1689336,182,24,17,19460,82,127,1354,1,0,80,0.1395,0.3231,0.4,0.0061,0.5833,1.0,1.0,2.2648,1.0,1.2305,0.6,-0.1755,0.3977,0,0,0,0,0,1,0,2,8,65,45,4.439024390243903
12891,642,658,2377039,2377320,1030,245,151,118631,89,140,1353,0,1,100,0.7325,0.4317,0.1435,0.0166,0.1466,0.8808,1.0,3.0128,1.4314,2.0128,0.8565,-0.2312,1.0,0,0,0,0,1,0,0,0,16,281,51,2.601010101010101
2292,41,211,2740809,2740889,6187,276,145,649441,38,124,1356,0,1,40,0.0604,0.4225,0.3918,0.1254,0.6914,0.4615,0.0,3.7903,2.2304,1.8692,-0.6082,-0.1948,1.0,0,0,1,0,0,0,0,4,170,80,86,14.695961995249407
579,41,214,2957266,2957336,5617,275,133,548910,40,124,1358,0,1,40,0.0605,0.5488,0.3841,0.1291,0.6364,0.4855,0.0,3.7507,2.243,1.8325,-0.6159,-0.1903,1.0,0,0,1,0,0,0,0,3,173,70,84,13.767156862745098
6262,41,212,1627293,1627306,6592,273,131,654358,42,119,1356,0,1,40,0.0604,0.4668,0.4118,0.1261,0.5783,0.4545,0.0,3.7911,2.233,1.8195,-0.5882,-0.1835,1.0,0,0,1,0,0,0,0,2,171,13,77,16.316831683168317
18514,104,116,143523,143544,59,19,13,6058,104,124,1354,1,0,70,0.1755,0.4107,0.8571,0.0103,0.5789,0.9231,0.0,1.7708,1.1461,1.0792,-0.1429,-0.1259,0.2901,0,1,0,0,0,0,0,4,12,21,20,1.84375
14346,1589,1601,425925,425936,204,19,24,20245,78,124,1698,0,1,90,0.1312,0.4394,0.9167,0.0071,0.6316,1.0,1.0,2.3096,1.0792,1.3802,0.0833,-0.2146,0.3197,0,0,0,0,0,1,0,1,12,11,46,4.744186046511628
6564,451,482,247330,2493675,655,36,45,86417,96,127,1356,0,1,40,0.5965,0.5489,0.9063,0.0176,0.5789,0.5333,0.0,2.8142,1.3802,1.4624,-0.0938,-0.1709,0.9874,0,0,0,0,0,0,1,2,31,2246345,31,8.08641975308642
18546,5,11,5331249,5331309,254,18,31,25833,93,118,1353,0,1,70,0.0888,0.25,0.2069,0.0066,0.3111,1.0,1.0,2.4031,0.9542,1.4771,0.7931,-0.1864,0.6453,1,0,0,0,0,0,0,3,6,60,25,5.183673469387755
13786,507,521,5683008,5683014,52,18,7,6554,104,127,1694,1,0,60,0.6052,0.3583,0.5333,0.0088,0.8333,0.7143,0.0,1.716,1.1761,0.8451,-0.4667,-0.1113,0.2116,0,0,0,0,0,0,1,2,14,6,23,2.08
700,41,219,2023127,2023150,6827,351,173,735371,42,124,1356,0,1,40,0.0585,0.4959,0.4104,0.1271,0.5687,0.3416,0.0,3.8252,2.2504,1.8573,-0.5896,-0.1873,1.0,0,0,1,0,0,0,0,3,178,23,82,13.028625954198473
1461,1134,1159,11569824,11569844,289,30,39,34165,102,134,1360,0,1,40,0.3171,0.5236,0.3235,0.0088,0.4,1.0,1.0,2.4609,1.0792,1.5911,0.6765,-0.0965,0.6173,0,0,0,0,0,0,1,2,25,20,32,4.188405797101449
10430,1595,1610,3866538,3866570,149,23,22,16645,71,124,1353,0,1,40,0.4177,0.4063,0.3889,0.0096,0.3913,1.0,1.0,2.1703,1.1139,1.3424,0.6111,-0.3117,0.4399,0,0,0,0,0,1,0,3,15,32,53,3.311111111111111
11391,1358,230,581949,582129,15208,1169,712,1689009,23,124,1398,0,1,50,0.0189,0.5289,0.8079,0.1649,0.1916,0.2781,0.0,4.1879,2.3503,2.2304,-0.1921,-0.224,1.0,0,0,1,0,0,0,0,2,-1128,180,101,8.085061137692717
14260,581,589,1038876,1038891,6,5,3,718,120,140,1358,0,1,50,0.7287,0.3333,0.9167,0.0044,1.0,1.0,0.0,0.8451,0.7782,0.4771,-0.0833,0.0029,0.14,0,0,0,1,0,0,0,4,8,15,20,0.75
17733,686,705,2544355,2544389,161,30,20,17809,95,119,1372,0,1,40,0.9032,0.48,0.55,0.0095,0.3,1.0,1.0,2.2095,1.1139,1.301,0.45,-0.1771,0.3945,0,0,0,0,0,0,1,4,19,34,24,3.22
7461,39,214,1960200,1960199,6298,243,132,654634,36,124,1356,0,1,40,0.0575,0.464,0.3873,0.1291,0.7202,0.471,0.0,3.7992,2.243,1.8389,-0.6127,-0.1874,1.0,0,0,1,0,0,0,0,1,175,-1,88,16.794666666666668
1053,47,181,909471,909492,2795,106,61,2862,113,141,1400,0,1,40,0.1827,0.4139,0.4872,0.1059,0.7174,0.5402,0.0,3.4506,2.1492,1.4914,-0.5128,-0.0336,1.0,0,0,1,0,0,0,0,0,134,21,28,16.736526946107784
918,39,212,1439661,1439674,6381,288,114,647587,42,124,1356,0,1,40,0.0574,0.4587,0.4,0.1276,0.6604,0.4855,0.0,3.8096,2.238,1.8451,-0.6,-0.1858,1.0,0,0,0,0,0,0,1,0,173,13,82,15.873134328358208
15435,43,216,653195,652969,6653,251,128,659350,41,124,1358,0,1,40,0.0633,0.4121,0.3771,0.1291,0.7474,0.5114,0.0,3.7948,2.243,1.7634,-0.6229,-0.1901,1.0,0,0,1,0,0,0,0,4,173,-226,83,17.554089709762533
14337,1237,1248,2457919,2457943,231,25,28,28711,98,132,1360,1,0,200,0.1427,0.5556,1.0,0.0081,0.48,0.9524,0.5,2.3636,1.0414,1.4472,0.0,-0.1253,0.5951,0,0,0,0,0,0,1,4,11,24,34,4.3584905660377355
10034,1155,1145,165532,165553,85,13,18,8107,112,133,1373,0,1,40,0.4721,0.33,0.3333,0.0074,0.7692,1.0,1.0,1.9191,1.0,1.2553,0.6667,-0.0666,0.266,0,0,0,0,0,0,1,1,-10,21,21,2.7419354838709675
8985,853,861,71777,71788,114,17,18,13108,104,126,1308,0,1,40,0.9808,0.4167,0.45,0.0065,0.5294,1.0,1.0,2.0569,0.9542,1.2553,0.55,-0.1228,0.3068,0,0,0,0,0,1,0,3,8,11,22,3.257142857142857
10369,550,558,657566,657580,40,11,14,4643,99,134,1358,1,0,70,0.8407,0.2571,0.7143,0.0052,0.6364,1.0,1.0,1.6021,0.8451,1.1461,0.2857,-0.064,0.2532,0,0,0,0,0,0,1,0,8,14,35,1.6
17103,1633,1642,2058260,2058272,147,15,13,16669,22,86,1692,1,0,70,0.0047,0.2803,0.9231,0.0071,0.8,1.0,1.0,2.1614,1.0792,1.1139,0.0769,-0.566,0.2739,1,0,0,0,0,0,0,2,9,12,64,5.25
11869,15,29,1036577,1036598,392,30,39,38672,71,118,1356,1,0,70,0.19,0.3333,0.2069,0.0088,0.4,1.0,1.0,2.5933,1.0792,1.5911,0.7931,-0.258,0.9491,1,0,0,0,0,0,0,2,14,21,47,5.681159420289855
8902,1268,1277,508368,508656,216,36,38,23865,82,126,1364,1,0,80,0.1262,0.4074,0.3333,0.0103,0.4444,0.8182,1.0,2.3345,1.1461,1.5563,0.6667,-0.2575,0.633,1,0,0,0,0,0,0,0,9,288,44,2.918918918918919
16210,1043,1059,10391495,10391507,128,19,15,14041,111,127,1356,0,1,40,0.4397,0.4271,0.8461,0.0081,0.6316,0.8333,1.0,2.1072,1.0414,1.1461,0.1539,-0.073,0.257,0,0,0,0,0,0,1,3,16,12,16,3.764705882352941
5805,107,120,2413168,2413186,111,16,15,12886,107,127,1356,1,0,70,0.1593,0.375,0.4667,0.0059,0.5,1.0,1.0,2.0453,0.9031,1.1761,0.5333,-0.0786,0.2288,0,1,0,0,0,0,0,2,13,18,20,3.5806451612903225
3360,451,462,1803992,1804016,210,32,24,18480,84,141,1364,0,1,40,0.6572,0.4583,0.3235,0.0187,0.4688,0.9167,0.0,2.3222,1.415,1.3617,-0.6765,-0.1455,0.5805,0,0,0,0,0,1,0,1,11,24,57,3.75
4763,356,367,1063504,1063527,73,10,13,6013,80,108,1360,1,0,300,0.5802,0.3056,0.6923,0.0066,0.7,1.0,1.0,1.8633,0.9542,1.1139,0.3077,-0.2675,0.2253,0,0,0,0,0,0,1,4,11,23,28,3.1739130434782608
8729,541,573,12806495,12806520,521,54,23,58088,90,127,1360,0,1,100,0.6775,0.4326,0.5,0.0221,0.549,1.0,0.0,2.7168,1.4771,1.3617,-0.5,-0.1157,0.9977,0,0,0,0,0,1,0,0,32,25,37,6.766233766233766
13152,15,29,337093,337112,226,29,31,24807,77,118,1692,0,1,300,0.0,0.3972,0.3438,0.0065,0.3793,1.0,1.0,2.3541,1.0414,1.4914,0.6563,-0.2253,0.5822,0,0,0,0,0,0,1,2,14,19,41,3.7666666666666666
599,705,718,66522,66578,117,13,14,12693,76,125,1687,0,1,200,0.8442,0.2361,0.8571,0.0071,0.9231,1.0,1.0,2.0682,1.0792,1.1461,0.1429,-0.189,0.2901,0,0,0,0,0,0,1,4,13,56,49,4.333333333333333
15297,147,174,70219,70241,139,30,17,16669,86,135,1690,1,0,70,0.208,0.5595,0.6667,0.0118,0.5833,0.8235,0.0,2.143,1.2041,1.1461,-0.3333,-0.1597,0.4089,0,0,0,0,0,0,1,3,27,22,49,2.9574468085106385
14860,1505,1522,128172,128184,101,14,13,9124,63,124,1648,1,0,80,0.0872,0.2372,0.9231,0.008,0.9286,1.0,1.0,2.0043,1.1139,1.1139,0.0769,-0.2518,0.2739,0,0,0,0,0,1,0,2,17,12,61,3.740740740740741
6800,1317,1324,1388373,1388398,51,13,14,6165,105,128,1352,0,1,40,0.4576,0.4286,0.5,0.0052,0.5385,1.0,1.0,1.7076,0.8451,1.1461,0.5,-0.0907,0.204,0,0,0,0,0,0,1,0,7,25,23,1.8888888888888888
4022,1627,1637,2493671,2493647,101,21,21,10136,81,116,1692,1,0,70,0.0434,0.3287,0.5714,0.0071,0.5714,1.0,1.0,2.0043,1.0792,1.3222,0.4286,-0.2428,0.3197,1,0,0,0,0,0,0,2,10,-24,35,2.4047619047619047
2709,621,632,2046094,2046183,994,59,133,68851,99,133,1364,0,1,150,0.9106,0.3342,0.1437,0.0081,0.1642,0.9923,1.0,2.9974,1.0414,2.1206,0.8562,-0.1058,0.9998,0,0,0,0,1,0,0,3,11,89,34,5.177083333333333
13247,1161,1187,2587881,2584780,139,53,26,15385,101,127,1364,1,0,100,0.5685,0.4444,0.6667,0.0243,0.6296,0.7727,0.0,2.143,1.5185,1.1761,-0.3333,-0.0905,0.3285,0,0,0,0,0,0,1,2,26,-3101,26,1.759493670886076
14304,899,907,5437033,5437060,51,8,8,7286,84,116,1687,1,0,100,0.9337,0.4667,0.8333,0.0041,0.875,1.0,1.0,1.7076,0.8451,0.9031,0.1667,-0.2346,0.14,0,0,0,0,0,0,1,3,8,27,32,3.1875
13437,103,171,745600,745614,3333,163,85,477354,116,135,1358,0,1,40,0.1534,0.6186,0.3534,0.0859,0.7707,0.4667,0.0,3.5228,2.0682,1.6721,-0.6466,-0.0473,1.0,0,0,1,0,0,0,0,1,68,14,19,13.439516129032258
421,1065,1083,707576,707600,366,46,49,35856,71,124,1360,0,1,40,0.4275,0.4954,0.1842,0.0094,0.6154,0.4108,1.0,2.5635,1.1139,1.5441,0.8158,-0.2513,0.8355,0,0,0,0,0,0,1,3,18,24,53,3.8526315789473684
5318,656,666,7203465,7203481,133,17,16,13148,73,134,1690,1,0,150,0.7777,0.2042,0.9375,0.0089,0.8824,1.0,1.0,2.1239,1.1761,1.1761,0.0625,-0.1578,0.3977,0,0,0,0,0,0,1,2,10,16,61,4.03030303030303
6882,936,942,625664,625675,108,16,17,11439,97,143,1362,0,1,175,0.6417,0.2415,0.5294,0.0066,0.5625,1.0,1.0,2.0334,0.9542,1.2305,0.4706,-0.0593,0.2699,0,0,0,0,0,1,0,4,6,11,46,3.272727272727273
16395,0,14,1378585,1378588,158,27,17,20267,109,140,1627,0,1,40,0.1311,0.5464,0.4091,0.0137,0.8421,0.7647,0.0,2.1903,1.3617,1.0414,-0.5909,-0.0192,0.3241,0,0,0,0,0,1,0,3,14,3,31,3.590909090909091
6366,1580,1590,1133715,1133734,176,16,27,19435,95,111,1690,1,0,70,0.1183,0.3854,0.3333,0.0036,0.375,1.0,1.0,2.2455,0.7782,1.4314,0.6667,-0.1651,0.4025,0,0,0,0,0,0,1,3,10,19,16,4.093023255813954
14275,6,15,2086458,2086470,101,12,27,11471,99,119,1348,1,0,70,0.0047,0.5238,0.3333,0.0037,0.4545,0.963,1.0,2.0043,0.699,1.415,0.6667,-0.1453,0.4025,0,0,0,0,0,0,1,4,9,12,20,2.58974358974359
8894,1338,1346,2497122,2497138,205,20,21,24807,95,134,1353,0,1,70,0.0353,0.275,0.3,0.0074,0.5,1.0,1.0,2.3117,1.0,1.301,0.7,-0.0786,0.463,0,0,0,0,0,0,1,0,8,16,39,5.0
3129,1175,1208,516427,516436,247,27,21,23642,84,124,1354,0,1,40,0.2183,0.3825,0.95,0.0125,0.6667,0.9524,1.0,2.3927,1.2305,1.301,0.05,-0.2462,0.6268,0,1,0,0,0,0,0,0,33,9,40,5.145833333333333
4886,1574,1587,2511281,2511150,677,57,54,61890,70,124,1696,0,1,90,0.1103,0.4697,0.0736,0.0066,0.2069,0.9773,1.0,2.8162,0.9542,1.7708,0.9264,-0.2788,0.9998,1,0,0,0,0,0,0,3,13,-131,54,6.099099099099099
12530,253,271,1349016,1349036,103,18,22,12367,87,118,1356,1,0,70,0.0591,0.4195,0.5909,0.0081,0.5556,1.0,1.0,2.0311,1.0414,1.3424,0.4091,-0.2498,0.4729,0,1,0,0,0,0,0,3,18,20,31,2.575
